,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue,Location_Rural,Location_Suburban,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,Parking Availability_Yes
6625,4.4,31,45.65,1984.0,19569.0,1,762,51.21758625844717,7.0,6.0,24,13,324585.35,1,0,0,0,0,0,0,1
6626,4.8,63,42.67,1089.0,12859.0,14,101,267.16842806523834,2.1,2.1,38,48,610966.06,0,1,0,0,0,0,0,0
6627,3.1,53,26.33,1917.0,27040.0,11,292,67.72155645637977,7.4,2.3,11,25,327221.69,0,1,0,0,0,0,1,0
6628,3.9,52,60.34,2863.0,30536.0,8,451,76.97503805497401,5.0,1.7,15,19,707276.78,0,1,1,0,0,0,0,1
6629,4.2,38,43.98,2113.0,26170.0,9,772,106.90566239368316,4.3,8.8,35,13,389684.6,1,0,0,0,0,0,0,0
6630,3.6,87,36.3,6529.0,71035.0,18,706,279.31238791133364,9.4,5.9,57,38,735479.65,0,0,0,1,0,0,0,1
6631,4.5,61,66.46,1435.0,16373.0,13,605,222.0585018216205,1.5,4.0,32,31,911957.27,0,1,0,0,0,1,0,0
6632,4.9,38,66.89,2396.0,28082.0,4,668,204.22033994186225,2.8,1.0,35,29,573173.64,1,0,0,0,0,1,0,1
6633,4.9,47,74.51,4530.0,48115.0,16,713,246.1642264182865,4.4,5.2,35,27,802977.8,1,0,0,0,0,1,0,1
6634,3.5,42,35.8,1236.0,20824.0,3,162,223.3211244106307,3.9,5.6,27,17,341832.8,1,0,0,1,0,0,0,0
6635,3.5,83,52.76,5628.0,60454.0,4,951,236.48170517029604,5.6,4.0,15,29,983506.66,0,0,0,0,1,0,0,0
6636,4.9,59,34.1,4132.0,43176.0,4,272,68.41410967449094,4.6,5.4,28,37,460723.4,0,1,0,1,0,0,0,0
6637,3.9,32,50.86,1825.0,23339.0,8,716,197.4413241102492,8.1,1.9,19,30,377255.47,1,0,0,0,1,0,0,1
6638,3.4,76,75.75,2438.0,24852.0,11,480,238.3018218139697,7.9,9.3,22,69,1293135.85,0,0,0,0,0,1,0,1
6639,4.4,47,28.63,2939.0,29662.0,3,223,191.41465508332396,8.0,3.3,16,5,310277.42,1,0,0,0,0,0,1,0
6640,3.6,45,32.42,3348.0,39577.0,19,396,52.94871834113103,4.3,9.5,3,2,353354.05,1,0,0,0,0,0,1,0
6641,3.5,46,46.9,1074.0,15244.0,6,396,102.77997237071985,4.7,5.4,22,6,487999.0,1,0,0,0,1,0,0,0
6642,4.8,35,66.34,1568.0,21917.0,3,724,290.72499926674766,7.5,8.7,21,33,528074.31,1,0,0,0,0,1,0,1
6643,3.3,41,38.62,2319.0,28823.0,4,234,226.173660230286,2.1,6.2,37,17,362392.11,1,0,0,1,0,0,0,0
6644,3.1,88,34.29,5079.0,57338.0,4,445,222.1262252200574,8.7,8.6,26,64,687948.38,0,0,0,0,0,0,1,0
6645,3.5,52,52.35,1162.0,15037.0,2,334,215.0631104545772,5.9,1.1,29,26,607703.9,0,1,0,0,1,0,0,0
6646,4.2,52,31.74,1225.0,15482.0,16,362,81.95200004580647,8.6,2.7,21,14,387551.62,0,1,0,1,0,0,0,0
6647,3.2,67,67.65,2396.0,25420.0,5,247,51.02069524798593,8.1,4.2,21,42,1013399.4,0,1,0,0,0,1,0,1
6648,3.9,60,65.02,2971.0,35776.0,15,616,160.16307951794056,4.4,3.7,12,23,883165.8,0,1,1,0,0,0,0,0
6649,4.3,75,68.18,3846.0,46645.0,5,982,161.08110121132762,1.9,9.5,62,61,1149007.89,0,0,0,0,0,1,0,0
6650,4.7,88,74.01,3459.0,41732.0,12,120,252.95136279201293,9.3,4.6,23,83,1350758.47875,0,0,0,0,0,1,0,1
6651,3.5,74,33.15,4795.0,50487.0,19,759,95.39187908934474,4.1,9.7,49,39,577280.95,0,0,0,1,0,0,0,1
6652,4.6,42,40.33,3610.0,42901.0,15,614,118.77779077479346,4.4,6.9,32,29,402853.52,1,0,0,1,0,0,0,1
6653,3.5,34,45.06,2025.0,19305.0,6,516,69.56058292234212,9.2,8.5,29,17,357474.27,1,0,0,0,0,0,0,0
6654,4.4,32,35.48,3263.0,37639.0,1,575,149.968758821991,9.3,4.5,21,4,265357.29,1,0,0,0,0,0,0,1
6655,3.9,68,38.47,2430.0,29842.0,5,547,113.9974371231653,3.4,2.7,6,14,587945.74,0,1,0,1,0,0,0,1
6656,3.2,46,31.86,965.0,17319.0,19,582,115.723961038034,1.8,1.5,8,22,346040.89,1,0,0,1,0,0,0,0
6657,4.4,52,57.37,1527.0,19898.0,11,511,113.51327177965442,1.0,6.9,31,42,676774.97,0,1,1,0,0,0,0,1
6658,3.4,44,60.06,2215.0,29689.0,14,921,107.87962728721084,4.9,9.7,34,5,609029.45,1,0,1,0,0,0,0,1
6659,3.4,66,71.34,2551.0,28490.0,14,575,129.94825757282462,6.1,2.1,21,49,1060643.16,0,1,0,0,0,1,0,1
6660,3.7,42,28.58,1719.0,20263.0,2,870,184.17254119547445,3.4,7.9,25,37,277632.45,1,0,0,0,0,0,1,1
6661,4.3,43,61.33,2727.0,26967.0,5,164,159.42756928627017,3.3,4.3,31,39,596404.56,1,0,1,0,0,0,0,0
6662,3.5,85,66.88,3390.0,32621.0,9,913,65.86174030640619,4.2,9.9,36,29,1273910.45,0,0,0,0,0,1,0,1
6663,3.4,40,45.25,878.0,9545.0,17,779,156.46496593994289,3.4,8.8,35,9,424833.25,1,0,0,0,1,0,0,0
6664,3.0,46,41.28,852.0,8297.0,19,432,261.5695636281464,8.7,3.1,45,29,446366.29,1,0,0,0,0,0,0,1
6665,3.9,74,30.69,3056.0,33520.0,15,244,75.1760293668036,6.8,7.9,9,0,526736.35,0,0,0,0,0,0,1,1
6666,3.9,70,72.59,1413.0,16984.0,2,256,286.0903998329138,8.5,7.6,4,28,1128658.28,0,1,0,0,0,1,0,1
6667,3.5,84,37.15,2868.0,32908.0,9,902,127.14759269124686,8.7,7.9,74,14,711732.0,0,0,0,1,0,0,0,1
6668,3.1,87,54.87,2486.0,23734.0,11,911,53.63390735037567,4.9,1.7,60,16,1070645.93,0,0,0,0,1,0,0,0
6669,3.9,65,40.05,3863.0,37869.0,6,481,113.2888947660793,5.3,8.3,11,7,592282.6,0,1,0,0,0,0,0,1
6670,4.6,43,45.09,1087.0,10476.0,15,554,67.41490513867586,9.8,3.4,19,39,452090.05,1,0,0,0,1,0,0,0
6671,4.4,63,71.94,1096.0,11656.0,4,511,191.595336514168,8.4,6.3,9,9,1008449.9,0,1,0,0,0,1,0,1
6672,4.7,42,62.43,3909.0,39077.0,15,160,129.08128188763743,8.2,2.0,25,14,604903.26,1,0,1,0,0,0,0,1
6673,3.0,30,40.74,989.0,8782.0,18,489,251.71915348116764,6.3,6.0,11,9,295527.2,1,0,0,0,0,0,0,0
6674,4.9,55,52.58,3525.0,42140.0,7,728,233.156272030938,5.2,9.2,41,27,659952.04,0,1,0,0,1,0,0,0
6675,3.7,80,58.56,1894.0,26548.0,16,662,167.14911487169397,9.1,2.6,7,76,1058174.08,0,0,1,0,0,0,0,1
6676,5.0,60,26.64,3119.0,35469.0,3,218,190.1504027103261,8.2,8.7,51,30,370545.39,0,1,0,0,0,0,1,1
6677,3.5,45,72.31,1238.0,12733.0,12,481,202.19240024525504,5.7,4.9,19,13,735684.62,1,0,0,0,0,1,0,1
6678,3.9,52,67.7,1213.0,11599.0,7,717,117.67617184887376,3.4,3.9,9,28,787955.95,0,1,0,0,0,1,0,0
6679,3.7,66,40.02,3228.0,35698.0,9,307,84.84409329854688,2.3,1.5,46,13,598951.16,0,1,0,0,0,0,0,1
6680,3.7,43,50.41,1112.0,18654.0,10,839,144.12970401358916,6.0,5.8,29,19,497309.35,1,0,0,0,1,0,0,1
6681,4.7,71,30.25,2469.0,28062.0,1,504,73.71438652849497,3.7,2.8,7,40,482143.6,0,0,0,0,0,0,1,1
6682,4.5,58,36.58,3337.0,39861.0,12,797,128.71584385134713,3.4,9.5,22,34,493730.19,0,1,0,1,0,0,0,0
6683,5.0,37,35.32,4384.0,50613.0,18,689,188.15054019442903,2.0,3.1,16,4,317939.01,1,0,0,0,0,0,0,0
6684,4.2,40,40.89,4141.0,43161.0,1,401,185.0281310328668,1.3,6.3,3,14,372863.08,1,0,0,1,0,0,0,0
6685,3.9,56,42.88,3792.0,36929.0,18,172,80.15334360981392,8.1,6.0,0,55,561167.17,0,1,0,0,0,0,0,0
6686,3.2,71,49.68,3430.0,36150.0,7,750,52.08477500100196,2.0,4.0,36,0,792715.3,0,0,0,0,1,0,0,1
6687,5.0,53,27.1,2753.0,30749.0,17,897,72.23589048516203,9.0,8.7,51,6,349405.35,0,1,0,0,0,0,1,0
6688,4.1,83,45.88,7094.0,70771.0,13,341,59.03751048771692,2.9,2.6,7,11,865398.15,0,0,0,0,1,0,0,1
6689,4.4,82,72.39,6327.0,68363.0,10,386,150.11722235182123,7.8,8.4,32,20,1335524.55,0,0,0,0,0,1,0,0
6690,3.8,82,33.49,4755.0,55109.0,14,866,147.4375465431237,8.4,2.9,34,75,636333.78,0,0,0,1,0,0,0,0
6691,4.1,82,57.52,6481.0,69466.0,1,820,110.40384132614594,8.1,1.4,24,35,1056922.64,0,0,1,0,0,0,0,1
6692,4.9,54,69.18,3111.0,38114.0,6,328,103.86111491621487,8.9,9.5,28,32,844701.68,0,1,0,0,0,1,0,0
6693,3.3,41,71.52,2988.0,37729.0,4,918,149.10497911460163,4.1,6.7,39,3,662786.37,1,0,0,0,0,1,0,0
6694,3.6,35,37.39,1948.0,25343.0,19,280,71.64339455568673,9.9,6.7,27,8,319952.15,1,0,0,1,0,0,0,0
6695,3.3,43,42.1,1684.0,16211.0,15,717,103.57728124880408,3.5,3.4,34,38,422707.45,1,0,0,0,0,0,0,1
6696,4.6,37,74.5,2141.0,28983.0,19,158,151.42297621363963,9.4,2.3,2,6,634096.15,1,0,0,0,0,1,0,1
6697,3.1,37,27.41,2193.0,27475.0,12,922,73.70747856089467,4.9,7.4,1,17,247253.86,1,0,0,0,0,0,1,0
6698,3.2,36,72.0,2103.0,24301.0,14,889,260.20341820115266,1.5,5.7,15,22,594059.55,1,0,0,0,0,1,0,0
6699,3.6,66,26.11,2321.0,29180.0,3,594,219.00462448919325,8.1,3.9,56,19,394480.69,0,1,0,0,0,0,1,0
6700,4.0,90,51.03,3406.0,35306.0,4,175,145.77981221161943,8.1,3.9,6,30,1024862.68,0,0,0,0,1,0,0,1
6701,3.8,40,41.42,2294.0,23660.0,3,629,87.59957730721864,2.8,9.0,22,24,379526.52,1,0,0,0,0,0,0,0
6702,3.1,59,27.38,2877.0,32882.0,12,806,98.54682796718356,8.4,9.0,57,35,384567.54,0,1,0,0,0,0,1,0
6703,4.9,42,69.31,3338.0,41595.0,9,376,80.02239618693599,2.4,3.5,30,2,659520.05,1,0,0,0,0,1,0,1
6704,4.9,39,44.1,2168.0,27923.0,19,316,90.0209568183833,2.4,8.1,17,19,407775.85,1,0,0,0,0,0,0,0
6705,3.6,90,36.63,4018.0,38854.0,16,537,155.62853474253882,8.3,3.0,83,24,756590.41,0,0,0,0,0,0,0,0
6706,4.5,83,29.78,7187.75,77526.875,1,697,111.41616632032742,3.6,8.3,7,50,568928.92,0,0,0,0,0,0,1,1
6707,4.2,78,35.26,3356.0,41108.0,14,325,271.1446192153061,1.7,2.1,12,20,627079.04,0,0,0,0,0,0,1,1
6708,3.5,36,60.55,1143.0,17217.0,13,111,290.23218250854995,9.6,7.8,29,34,505688.2,1,0,1,0,0,0,0,0
6709,3.5,36,62.98,2104.0,22623.0,12,220,222.84126087278565,6.0,6.0,19,34,522599.41,1,0,1,0,0,0,0,0
6710,4.0,47,44.1,3914.0,41958.0,5,664,252.19027736172063,5.0,2.1,9,29,473444.0,1,0,0,0,0,0,0,0
6711,3.8,85,32.24,5436.0,56851.0,3,141,113.77988389478035,5.5,6.5,27,15,621780.23,0,0,0,1,0,0,0,1
6712,3.6,57,32.4,1080.0,14639.0,2,124,216.25599353953083,7.0,2.7,18,22,415195.15,0,1,0,1,0,0,0,0
6713,4.6,45,63.34,3090.0,38774.0,11,675,64.49966323403196,8.8,2.7,1,10,649586.14,1,0,1,0,0,0,0,0
6714,4.0,48,73.29,2050.0,22565.0,2,170,290.05402132724896,7.1,5.0,44,11,787048.68,1,0,0,0,0,1,0,0
6715,4.3,44,45.66,1870.0,25954.0,16,775,217.55174132673545,7.7,9.7,26,34,473072.06,1,0,0,0,1,0,0,0
6716,3.4,64,38.55,1767.0,18303.0,8,533,129.2127928682458,2.6,9.0,44,4,560598.85,0,1,0,0,0,0,0,1
6717,4.1,35,49.38,3764.0,46716.0,3,759,243.26038969597664,4.5,8.4,12,21,399077.04,1,0,0,0,1,0,0,1
6718,3.6,58,64.12,2274.0,23430.0,4,312,53.94986230099728,6.3,8.7,11,16,832889.98,0,1,1,0,0,0,0,0
6719,4.1,44,29.64,3865.0,43378.0,4,187,144.05905884760278,6.6,5.5,31,20,305513.08,1,0,0,0,0,0,1,0
6720,4.6,56,45.19,2745.0,31218.0,8,217,273.91444074110507,3.4,4.4,16,26,574120.54,0,1,0,0,0,0,0,1
6721,4.5,37,65.96,3783.0,41342.0,6,565,115.79989076955805,9.8,9.0,20,12,560856.2,1,0,1,0,0,0,0,1
6722,3.7,87,73.59,1864.0,19217.0,14,250,216.97857801976585,2.1,1.7,32,45,1350758.47875,0,0,0,0,0,1,0,0
6723,4.4,90,42.33,3447.0,41056.0,15,151,140.02592059992315,2.0,10.0,87,58,868987.45,0,0,0,0,0,0,0,1
6724,4.9,85,39.31,3261.0,38818.0,17,68,148.09108392167352,3.1,6.0,54,78,765462.97,0,0,0,0,0,0,0,0
6725,4.3,84,30.74,7187.75,77526.875,5,415,236.484262538621,7.8,5.9,79,17,597022.78,0,0,0,1,0,0,0,1
6726,3.3,32,31.3,2572.0,33675.0,1,530,277.5514995492283,1.3,3.6,2,10,229777.75,1,0,0,0,0,0,1,1
6727,4.4,70,38.98,6989.0,74537.0,12,471,91.67963074135238,9.9,2.5,54,54,635125.59,0,0,0,0,0,0,0,0
6728,3.2,62,28.86,1236.0,14552.0,19,583,119.2230271888867,9.9,7.1,17,10,423887.9,0,1,0,0,0,0,1,1
6729,4.7,81,62.56,7187.75,77526.875,12,408,171.9462956556584,2.4,4.3,9,70,1148884.78,0,0,1,0,0,0,0,0
6730,4.0,78,70.1,2833.0,36863.0,11,690,203.4540164769028,4.6,3.7,31,31,1224417.05,0,0,0,0,0,1,0,1
6731,3.8,71,73.27,7187.75,76144.0,9,930,166.9467781968502,2.8,2.5,31,15,1170974.35,0,0,0,0,0,1,0,0
6732,3.1,38,39.38,872.0,9521.0,19,998,251.38217373303573,4.7,5.8,12,25,357207.47,1,0,0,0,0,0,0,1
6733,3.8,77,36.66,2684.0,29684.0,4,198,242.0237211536872,5.8,6.3,8,39,635876.8,0,0,0,0,0,0,0,1
6734,4.8,54,60.07,1558.0,15413.0,13,546,151.3107305088986,8.4,5.0,11,40,737351.04,0,1,1,0,0,0,0,1
6735,3.0,82,40.46,5563.0,55775.0,10,440,60.15296816513458,1.3,1.1,5,53,752140.61,0,0,0,1,0,0,0,1
6736,3.9,71,38.82,3717.0,42529.0,1,799,98.62409470434484,9.9,5.4,57,33,625055.93,0,0,0,1,0,0,0,0
6737,4.9,79,32.26,6514.0,72527.0,10,56,171.7381623023113,9.5,3.4,43,17,590025.21,0,0,0,1,0,0,0,0
6738,3.8,55,29.3,2909.0,37361.0,18,382,281.87843916551674,6.1,2.2,7,19,382825.85,0,1,0,0,0,0,1,1
6739,3.9,76,40.21,5004.0,54613.0,13,72,191.8923717129487,5.3,6.2,57,75,703693.61,0,0,0,1,0,0,0,0
6740,4.2,52,66.36,1738.0,16984.0,7,139,182.5987266108425,6.0,7.0,8,20,774799.96,0,1,0,0,0,1,0,0
6741,3.9,63,27.79,3363.0,37241.0,8,579,230.992510825752,1.2,5.7,59,39,405656.6,0,1,0,0,0,0,1,0
6742,3.3,85,57.88,6228.0,62504.0,17,934,88.07373703910673,7.6,6.5,3,8,1116458.08,0,0,1,0,0,0,0,1
6743,3.0,55,71.28,1000.0,15621.0,1,632,86.72961703468431,5.5,6.5,20,46,873817.13,0,1,0,0,0,1,0,1
6744,4.2,37,69.52,1367.0,13751.0,16,115,136.34879361733334,3.6,2.1,7,10,586320.45,1,0,0,0,0,1,0,0
6745,4.8,70,45.88,4904.0,54863.0,4,102,298.7131578866085,5.2,2.9,55,10,724675.75,0,0,0,0,1,0,0,0
6746,3.2,89,61.92,3377.0,34872.0,17,452,268.98545812485,3.6,1.1,34,27,1237722.94,0,0,1,0,0,0,0,1
6747,3.4,64,56.09,1893.0,27119.0,13,753,220.0284751087016,7.3,9.8,20,16,815428.13,0,1,1,0,0,0,0,0
6748,3.7,66,51.67,1857.0,18515.0,10,191,147.7887307157428,6.5,2.9,25,23,768111.59,0,1,0,0,1,0,0,0
6749,4.6,87,30.58,2882.0,37051.0,9,74,188.66848879418544,4.5,8.3,49,20,606474.31,0,0,0,0,0,0,1,1
6750,3.5,32,35.43,1756.0,21427.0,14,811,125.88852947726367,3.8,8.0,31,10,274973.42,1,0,0,1,0,0,0,1
6751,4.8,55,30.74,4213.0,42045.0,17,82,218.5767530465132,8.9,7.3,5,41,405363.09,0,1,0,1,0,0,0,0
6752,3.1,66,37.03,1772.0,20320.0,3,737,154.7114153893702,7.1,5.0,4,34,550836.76,0,1,0,1,0,0,0,0
6753,4.9,42,34.74,2563.0,35000.0,1,600,80.05397356055423,7.4,6.3,25,36,336302.16,1,0,0,1,0,0,0,0
6754,4.1,46,34.52,2561.0,25006.0,1,427,103.7719885245149,6.6,2.7,26,10,360593.0,1,0,0,1,0,0,0,0
6755,4.3,90,51.56,5034.0,57332.0,2,417,202.1731978341953,1.7,2.0,55,31,1035783.36,0,0,0,0,1,0,0,0
6756,3.7,45,61.67,1191.0,13558.0,16,261,223.6411756727524,1.5,4.2,17,38,632986.1,1,0,1,0,0,0,0,0
6757,4.6,86,25.17,7008.0,77526.875,9,925,74.0054161585403,4.9,8.4,59,25,508068.41,0,0,0,0,0,0,1,1
6758,3.3,30,66.38,975.0,10655.0,14,182,252.08524426803652,9.4,6.1,4,17,461619.83,1,0,0,0,0,1,0,1
6759,3.1,65,32.6,2765.0,32227.0,1,674,256.0868464787308,5.7,7.9,20,19,480239.25,0,1,0,1,0,0,0,1
6760,3.8,75,52.46,5079.0,57511.0,3,198,230.77047856925628,8.9,9.0,52,33,888954.65,0,0,0,0,1,0,0,1
6761,4.7,77,31.34,5513.0,55924.0,18,876,220.8971336115227,1.9,6.0,52,53,566544.82,0,0,0,0,0,0,1,1
6762,4.5,70,33.33,6019.0,64791.0,1,425,107.96714650598383,7.5,4.3,32,64,534166.63,0,0,0,0,0,0,1,1
6763,4.0,31,33.15,2729.0,27364.0,11,126,279.905490603394,3.2,8.7,7,14,248415.2,1,0,0,0,0,0,1,1
6764,4.1,64,54.39,1073.0,9845.0,5,575,117.14338879225454,5.7,3.1,1,13,775743.45,0,1,0,0,1,0,0,1
6765,3.3,74,69.14,6092.0,60747.0,11,615,95.62615982936455,3.6,1.2,45,42,1153303.37,0,0,0,0,0,1,0,0
6766,4.7,89,33.8,5980.0,67742.0,6,814,209.63350917598729,7.4,1.5,54,26,685934.9,0,0,0,1,0,0,0,1
6767,4.6,84,34.14,7187.75,77526.875,7,734,141.0260737363695,4.6,6.2,52,66,661119.91,0,0,0,0,0,0,1,0
6768,4.3,90,47.61,3296.0,42055.0,13,547,283.25702116548644,5.2,9.0,67,1,969871.33,0,0,0,0,1,0,0,0
6769,3.9,59,60.07,2408.0,30780.0,16,995,165.06240211458763,3.2,6.1,49,11,807559.67,0,1,1,0,0,0,0,0
6770,4.9,34,47.14,1651.0,18402.0,3,730,90.92963576278846,3.5,4.7,19,33,365412.32,1,0,0,0,1,0,0,1
6771,4.8,52,55.05,3175.0,34503.0,15,141,289.3821618487127,2.6,6.2,21,28,655776.5,0,1,0,0,1,0,0,0
6772,4.3,75,49.49,7187.75,77526.875,8,432,178.85847842316628,6.0,7.0,52,48,848746.8,0,0,0,0,1,0,0,1
6773,3.7,70,27.34,3556.0,40082.0,16,690,179.63973120448236,2.3,7.8,34,14,450202.62,0,1,0,0,0,0,1,0
6774,4.2,84,52.61,7064.0,70771.0,17,557,146.45067221109042,3.4,4.1,44,0,1006126.95,0,0,0,0,1,0,0,0
6775,4.2,47,57.69,2520.0,26415.0,13,179,258.9984437570513,5.8,4.5,4,36,619719.52,1,0,1,0,0,0,0,0
6776,3.8,43,35.38,1266.0,17904.0,3,121,121.91090517150228,3.5,1.2,3,38,343010.24,1,0,0,0,0,0,1,1
6777,3.6,39,59.04,3490.0,40918.0,3,816,53.42742697257148,6.3,6.8,14,9,524081.46,1,0,1,0,0,0,0,0
6778,3.8,73,42.31,2800.0,33205.0,13,702,174.3194817275214,1.1,8.0,68,20,704947.5,0,0,0,0,0,0,0,0
6779,4.1,60,48.8,3523.0,36468.0,17,452,281.47172791056806,9.8,5.6,48,34,677945.5,0,1,0,0,1,0,0,1
6780,3.9,49,38.88,1877.0,21959.0,14,560,118.31667163609372,7.6,4.4,44,33,445248.49,1,0,0,1,0,0,0,1
6781,3.5,76,39.87,5332.0,55220.0,5,868,116.57635917336276,5.5,4.0,71,74,691622.43,0,0,0,1,0,0,0,0
6782,4.5,84,33.67,7187.75,77526.875,12,175,234.52496986101303,9.3,6.8,46,47,659171.58,0,0,0,0,0,0,1,1
6783,4.1,58,39.33,3342.0,40937.0,16,812,243.8833335160456,8.8,4.0,25,53,533721.25,0,1,0,1,0,0,0,0
6784,3.1,44,26.12,1252.0,19256.0,6,554,158.88913442128688,4.3,6.4,11,3,267356.8,1,0,0,0,0,0,1,1
6785,3.7,81,55.16,1809.0,18692.0,9,563,258.410817780759,2.0,9.3,37,73,1003974.94,0,0,0,0,1,0,0,1
6786,4.8,67,71.87,1236.0,15763.0,16,528,92.98327100092084,3.3,4.0,38,9,1081274.55,0,1,0,0,0,1,0,1
6787,4.5,35,74.56,4435.0,53524.0,4,59,141.7563433402367,2.9,1.6,24,30,591225.34,1,0,0,0,0,1,0,1
6788,3.6,67,62.53,1498.0,19032.0,6,502,151.06947882919303,7.8,8.9,44,10,939431.91,0,1,1,0,0,0,0,1
6789,4.9,67,47.22,4060.0,48936.0,19,520,128.19897330157335,5.9,3.5,49,3,728591.3,0,1,0,0,1,0,0,1
6790,3.2,75,36.71,4983.0,52078.0,1,423,104.434387254786,8.7,9.9,34,74,628150.83,0,0,0,1,0,0,0,0
6791,4.9,84,46.0,6751.0,68214.0,8,847,134.53738223557315,5.4,8.6,60,4,879391.2,0,0,0,0,1,0,0,0
6792,3.5,88,42.65,4026.0,46803.0,6,785,54.50079588393943,7.9,4.8,4,21,845316.2,0,0,0,0,0,0,0,0
6793,3.0,54,69.5,1538.0,22503.0,3,114,225.83750869001716,3.9,6.7,12,38,837342.15,0,1,0,0,0,1,0,0
6794,3.9,73,31.67,7187.75,72800.0,14,158,220.989808632578,6.4,3.5,44,40,542695.57,0,0,0,1,0,0,0,0
6795,3.7,66,75.77,1313.0,18135.0,2,349,162.5545280525833,6.8,1.8,37,10,1108615.02,0,1,0,0,0,1,0,0
6796,4.1,70,54.91,3845.0,45548.0,16,91,130.72889596642088,7.8,5.7,29,57,877469.46,0,1,0,0,1,0,0,0
6797,4.6,79,39.83,5862.0,66436.0,13,308,158.52338397561226,8.2,4.8,12,10,722205.89,0,0,0,1,0,0,0,0
6798,4.7,41,63.68,2819.0,32285.0,16,672,284.13020399723007,3.5,9.7,14,7,602906.75,1,0,1,0,0,0,0,0
6799,3.8,34,52.61,1491.0,19054.0,11,463,200.89121222480856,4.5,6.4,18,33,414982.37,1,0,0,0,1,0,0,0
6800,3.9,36,62.21,3849.0,45655.0,11,982,232.83932895451977,2.9,7.7,31,27,520392.07,1,0,1,0,0,0,0,1
6801,3.3,61,31.17,1680.0,22981.0,16,77,107.37918632782424,7.7,2.2,34,1,442264.03,0,1,0,1,0,0,0,0
6802,3.1,51,74.91,2880.0,34882.0,10,612,73.68949308130702,3.4,7.5,19,50,864576.68,0,1,0,0,0,1,0,1
6803,4.3,69,44.69,1492.0,21676.0,17,420,70.7962336772792,4.5,1.5,47,41,703405.11,0,1,0,0,0,0,0,0
6804,3.1,86,33.23,3228.0,34567.0,12,262,168.0047133946461,8.2,6.5,80,77,657515.28,0,0,0,0,0,0,1,1
6805,4.5,62,75.2,3405.0,34960.0,5,686,229.17158447775816,4.1,8.5,29,4,1043074.7,0,1,0,0,0,1,0,1
6806,4.1,74,61.08,1733.0,20042.0,12,830,243.53009564851365,3.6,5.3,3,34,1013834.04,0,0,1,0,0,0,0,1
6807,3.4,74,49.92,1884.0,24579.0,3,601,230.1024517475024,6.9,2.9,7,8,822909.27,0,0,0,0,1,0,0,0
6808,4.1,49,40.65,2627.0,30150.0,19,203,278.19062191204256,9.8,5.0,8,6,469038.25,1,0,0,1,0,0,0,1
6809,3.4,41,70.11,1645.0,19317.0,10,921,63.00061147304654,1.6,8.6,21,35,653819.2,1,0,0,0,0,1,0,0
6810,3.9,41,42.05,1569.0,19945.0,16,207,263.8348721412076,8.5,7.4,11,34,407173.95,1,0,0,0,0,0,0,1
6811,4.6,76,34.1,7187.75,77526.875,19,969,215.16914890099304,2.1,6.4,18,13,611536.35,0,0,0,1,0,0,0,0
6812,3.9,75,62.0,4433.0,47225.0,11,343,93.88002800065766,4.1,7.2,63,73,1053128.75,0,0,1,0,0,0,0,1
6813,3.3,79,37.92,5543.0,60598.0,16,410,220.59518370940688,4.8,8.5,3,73,693750.24,0,0,0,1,0,0,0,1
6814,4.4,68,36.87,3740.0,45602.0,10,415,177.93989003439282,7.5,2.4,1,31,573917.98,0,1,0,1,0,0,0,1
6815,3.4,85,50.66,6769.0,73735.0,15,502,139.76031163355037,9.3,8.6,63,23,986186.91,0,0,0,0,1,0,0,1
6816,4.5,31,28.3,2027.0,23985.0,3,833,111.9895397914661,1.9,8.3,27,6,207068.35,1,0,0,0,0,0,1,0
6817,4.0,33,62.08,3550.0,36338.0,10,671,166.03859681118314,7.7,5.3,6,19,475188.06,1,0,1,0,0,0,0,1
6818,3.9,78,54.99,3980.0,44348.0,12,283,109.78316129730236,3.9,4.6,2,33,966267.23,0,0,0,0,1,0,0,0
6819,4.7,74,25.08,5831.0,64694.0,9,872,70.71177099103336,9.1,9.4,71,38,441155.4,0,0,0,0,0,0,1,0
6820,4.4,30,46.47,1127.0,17614.0,19,226,261.53001460499684,3.5,8.4,8,7,333978.15,1,0,0,0,1,0,0,1
6821,3.1,80,26.32,2894.0,34335.0,1,688,198.2092454640482,7.2,9.9,20,14,479005.03,0,0,0,0,0,0,1,0
6822,3.6,48,35.16,2475.0,26923.0,13,641,140.91741459708263,2.5,6.8,20,13,394752.85,1,0,0,0,0,0,1,0
6823,4.7,52,32.29,4335.0,50664.0,7,101,161.66999515818873,9.6,1.3,31,39,391666.52,0,1,0,0,0,0,1,1
6824,3.0,30,55.47,2146.0,25159.0,7,866,266.2068419024221,1.0,2.4,27,14,381621.12,1,0,0,0,1,0,0,1
6825,4.1,53,36.41,1990.0,27185.0,6,497,129.96087637646448,3.1,8.4,0,11,440099.63,0,1,0,1,0,0,0,1
6826,4.5,78,30.08,4717.0,53822.0,12,865,145.04326186375124,7.1,6.8,65,17,546739.72,0,0,0,0,0,0,1,0
6827,4.2,85,38.72,2417.0,29552.0,4,379,241.52010269543177,8.7,2.8,61,14,739287.9,0,0,0,1,0,0,0,0
